indice,num_tema_cadastrado,sugerido_1,similaridade_1,sugerido_2,similaridade_2,sugerido_3,similaridade_3,sugerido_4,similaridade_4,sugerido_5,similaridade_5,sugerido_6,similaridade_6,posicao_tema_real,similaridade_tema_real
73,14,12,83.18294133852943,1169,83.18294133852943,1075,82.76031964993824,1130,73.21052610067554,10,69.94343025131383,948,69.26787600415334,8,65.06763400446154
74,14,1130,114.17697650991666,10,79.84330260264183,12,71.39095667647018,1169,71.39095667647018,1075,70.80430360450833,1071,65.57355572784012,20,47.10840664339371
75,14,1130,249.3552451202734,1033,156.05232881885345,12,145.35173301760753,1169,145.35173301760753,948,117.58770231796872,480,113.5312314976696,11,79.57776912745375
76,14,1130,150.41668751978048,1071,135.9707353100055,1129,114.06516487867786,1057,110.48059446249445,1033,109.76180364996688,1086,108.00737700495031,20,58.073862319768125
77,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
78,14,1130,241.81611702342997,1033,150.3669908562496,12,145.31368267119018,1169,145.31368267119018,948,117.0343779049018,480,114.5621769877342,13,72.12383985278987
79,14,1130,249.3552451202734,1033,156.05232881885345,12,145.35173301760753,1169,145.35173301760753,948,117.58770231796872,480,113.5312314976696,11,79.57776912745375
80,14,1130,148.63072824787162,1033,115.07276435298498,12,100.04392654249945,1169,100.04392654249945,948,96.14976937297929,1071,80.9493699566693,13,60.67222781508753
81,14,1130,129.55344103721094,12,106.27871195175969,1169,106.27871195175969,1033,93.14916323109985,1071,78.82222193059582,1129,74.01839011370213,24,38.61084476001565
82,14,1130,241.81611702342997,1033,150.3669908562496,12,145.31368267119018,1169,145.31368267119018,948,117.0343779049018,480,114.5621769877342,13,72.12383985278987
83,14,1130,152.244730094781,12,79.70825136311012,1169,79.70825136311012,14,76.04810364404321,4,62.16350546241067,1129,61.45065759835312,4,76.04810364404321
84,14,1130,252.63798905508074,1071,122.58146313257141,1224,114.23832304404539,698,94.11910911331466,1033,88.90677776202185,353,77.0454266580559,12,71.87625279972596
85,14,1130,252.63798905508074,1224,114.23832304404539,1071,109.70964341438182,698,94.11910911331466,1033,88.90677776202185,353,77.0454266580559,11,71.87625279972595
86,14,1130,245.7065172074864,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.4704744151194,4,82.28412202034475,10,75.00751905460857
87,14,1130,224.66948440870246,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,353,77.0454266580559,9,75.00751905460858
88,14,12,133.04532761707904,1169,133.04532761707904,14,94.94527881190892,10,89.58159078856974,1130,83.30123672792264,948,76.4735132941386,3,94.94527881190892
89,14,1130,119.10460177745935,14,105.00856912539066,1224,79.59375368999557,10,78.88522679216861,12,72.80869292898255,1169,72.80869292898255,2,105.00856912539066
90,14,1075,130.96176794146547,885,122.98326421706402,1056,97.60950120664381,4,63.4132664671295,1071,61.16114320087985,534,58.79427430768665,40,26.785347636526446
91,14,1130,145.04097045072774,1033,104.61504282147811,10,99.18028447300641,12,97.99233098533202,1169,97.99233098533202,14,93.94682603705111,6,93.94682603705111
92,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
93,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
94,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
95,14,1130,148.44184517493076,12,104.6842965508284,1169,104.6842965508284,1033,101.98030707239742,4,81.86118701793131,948,79.24167184820428,24,37.366648219675696
96,14,1130,249.35524512027342,1033,156.05232881885345,12,145.3517330176075,1169,145.3517330176075,948,117.58770231796872,480,113.53123149766961,11,79.57776912745375
97,14,1075,112.8686069426866,885,106.14475589050113,1056,76.22529842267457,1071,59.64318263586031,1129,53.467749735500725,1086,49.78728739832275,17,38.02936391695974
98,14,1130,267.795871846483,12,151.58784853757416,1169,151.58784853757416,1033,148.631075961134,480,119.1949172787765,948,113.76773729416574,11,91.84464245838996
99,14,1130,142.2644766829956,1224,100.76486151814929,698,88.56289374907972,10,88.29819758706127,12,85.58823856958139,1169,85.58823856958139,8,84.12298000321603
100,14,1130,220.80917187775543,1224,114.23832304404539,1071,108.71440921765966,698,97.1475805316456,1033,89.67474598519806,353,77.0454266580559,7,75.00751905460858
101,14,1130,236.22048424359542,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,4,82.28412202034475,10,75.00751905460858
102,14,1130,102.7775358821262,1071,76.05312734692777,1075,72.53489060151186,534,66.43937763002144,1224,62.89960627524796,4,61.36756631048596,20,46.41097642905177
103,14,1130,250.21726446670638,1033,150.53828820486044,12,137.10571855288467,1169,137.10571855288467,948,137.07089619652652,480,131.74079751815182,14,73.81663160927324
104,14,1075,91.4807047692911,12,86.7291960301026,1169,86.7291960301026,1130,84.76152593556856,948,77.58130871056838,10,75.25372940558941,7,71.8241330647835
105,14,1130,241.81611702342997,12,148.72392903839756,1169,148.72392903839756,1033,147.29714465043037,948,112.30929737868144,480,109.55677516189304,14,72.12383985278987
106,14,1130,119.10460177745935,14,105.00856912539066,1224,79.59375368999557,10,78.88522679216861,12,72.80869292898255,1169,72.80869292898255,2,105.00856912539066
107,14,1130,236.22048424359542,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,4,82.28412202034475,10,75.00751905460858
108,14,1130,238.18807371520853,1224,114.23832304404539,1071,109.4804619211981,698,94.11910911331466,1033,89.5034486365872,4,80.96212340483564,7,73.3147272981252
109,14,1130,120.73602325637268,12,106.27871195175969,1169,106.27871195175969,1033,100.32886488713869,1129,75.85969154690997,1071,75.26744935016818,22,41.29899805864046
110,14,1130,129.55344103721094,12,106.27871195175969,1169,106.27871195175969,1033,93.14916323109985,1071,78.82222193059582,1129,74.01839011370213,24,38.61084476001565
111,14,1130,129.55344103721094,12,106.27871195175969,1169,106.27871195175969,1033,93.14916323109985,1071,78.82222193059582,1129,74.01839011370213,24,38.61084476001565
112,14,1130,115.99300677442716,12,106.27871195175969,1169,106.27871195175969,1033,100.32886488713869,1150,79.0937061203104,1129,78.52391987424822,24,41.29899805864046
113,14,1130,236.22048424359542,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,4,82.28412202034475,10,75.00751905460858
114,14,10,89.34213381646859,9,84.0717350174313,1130,77.66396274019046,12,67.08463407916237,1169,67.08463407916237,408,55.725453836724036,11,46.784775292084326
115,14,1130,129.55344103721094,12,106.27871195175969,1169,106.27871195175969,1033,93.14916323109985,1071,78.82222193059582,1129,74.01839011370213,24,38.61084476001565
116,14,1130,250.21726446670638,1033,150.53828820486044,12,137.10571855288467,1169,137.10571855288467,948,137.07089619652652,480,131.74079751815182,14,73.81663160927324
117,14,1130,250.21726446670638,1033,150.53828820486044,12,137.10571855288467,1169,137.10571855288467,948,137.07089619652652,480,131.74079751815182,14,73.81663160927324
118,14,1130,250.21726446670638,1033,150.53828820486044,12,137.10571855288467,1169,137.10571855288467,948,137.07089619652652,480,131.74079751815182,14,73.81663160927323
119,14,1130,152.244730094781,12,79.70825136311012,1169,79.70825136311012,14,76.04810364404321,4,62.16350546241067,1129,61.45065759835312,4,76.04810364404321
120,14,1130,220.80917187775543,1224,114.23832304404539,1071,108.71440921765966,698,97.1475805316456,1033,89.67474598519806,353,77.0454266580559,7,75.00751905460858
121,14,12,106.37767488113784,1169,106.37767488113784,948,101.44257716457768,1075,84.64575515910664,480,80.85087588886962,1033,79.29061286783775,14,44.668341912543774
122,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
123,14,1130,272.19346718234624,1033,144.2351193023568,12,140.47373861467923,1169,140.47373861467923,948,113.25544838329013,1071,113.03523450162574,8,102.14165016044987
124,14,1130,205.86227618469832,1033,98.68263704646938,12,94.53138693387612,1169,94.53138693387612,1071,89.04073405578579,9,86.68227674774239,16,57.667752714107856
125,14,1075,141.919975549058,885,132.78275541284177,1056,104.24286684340476,1071,64.16498841025607,1086,57.7685385465628,9,54.51576681052056,31,29.38522276093199
126,14,1130,220.80917187775543,1224,114.23832304404539,1071,108.71440921765966,698,97.1475805316456,1033,89.67474598519806,353,77.0454266580559,7,75.00751905460858
127,14,1130,217.6883237213407,1224,117.05105471019947,1071,105.25340584652615,698,103.52418764460862,1033,84.01315554359935,353,82.89489332594698,8,75.11665468423436
128,14,1130,147.07786660927403,1033,132.86496027927203,12,112.83629714034026,1169,112.83629714034026,14,104.1133200762642,10,97.34278135751589,5,104.1133200762642
129,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
130,14,1130,250.21726446670638,1033,150.53828820486044,12,137.10571855288467,1169,137.10571855288467,948,137.07089619652652,480,131.74079751815182,14,73.81663160927323
131,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
132,14,1130,125.18594523368847,12,118.77083725332012,1169,118.77083725332012,14,115.33957013400733,948,101.19843992292749,1033,97.82165632070831,4,115.33957013400733
133,14,1130,119.10460177745935,14,95.12080381018609,1224,79.59375368999557,10,75.48095230252355,1129,68.34147411497749,12,65.98820019456777,2,95.12080381018609
134,14,1130,272.19346718234624,1033,144.2351193023568,12,140.47373861467923,1169,140.47373861467923,948,113.25544838329013,1071,113.03523450162574,8,102.14165016044987
135,14,1130,249.3552451202734,1033,156.05232881885345,12,145.35173301760753,1169,145.35173301760753,948,117.58770231796872,480,113.5312314976696,11,79.57776912745375
136,14,1130,145.57550522958476,10,122.03428126296143,12,116.90354183049512,1169,116.90354183049512,14,111.46415377577485,1033,103.72833732339419,5,111.46415377577485
137,14,4,84.90392629012118,1075,81.34691198764432,424,71.17617668831845,885,70.60847309961993,1056,67.18402587973966,9,67.15933913001626,28,44.915105155363
138,14,1130,249.3552451202734,1033,156.05232881885345,12,145.35173301760753,1169,145.35173301760753,948,117.58770231796872,480,113.5312314976696,11,79.57776912745375
139,14,1130,241.81611702343,1033,150.3669908562496,12,145.31368267119018,1169,145.31368267119018,948,117.0343779049018,480,114.5621769877342,13,72.12383985278986
140,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
141,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
142,14,1130,81.1255939608564,10,63.70307983225832,9,61.15398740940292,483,58.54279418431576,1046,51.187140759272395,698,48.083549747466385,20,36.006230741557474
143,14,12,106.37767488113784,1169,106.37767488113784,948,101.44257716457768,1075,84.64575515910664,480,80.85087588886962,1033,79.29061286783775,14,44.668341912543774
144,14,1130,250.21726446670638,1033,150.53828820486044,12,137.10571855288467,1169,137.10571855288467,948,137.07089619652652,480,131.74079751815182,14,73.81663160927324
145,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
146,14,1130,119.10460177745935,14,95.12080381018609,1224,79.59375368999557,10,75.48095230252355,1129,68.34147411497749,12,65.98820019456777,2,95.12080381018609
147,14,1130,205.42686374711727,1071,109.80220779906578,1224,103.44391655234341,698,96.88838640469946,1033,91.56505650509023,353,75.90916019373051,8,69.23719583070213
148,14,1130,224.66948440870246,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,353,77.0454266580559,9,75.00751905460858
149,14,1130,217.68832372134068,1224,106.90478297313653,1071,99.7050517970687,698,90.37306137889736,1033,80.63787400084665,353,79.09804064650717,8,69.74034808698477
150,14,4,81.73039649437618,424,77.85437677336336,1075,75.6235185491292,885,72.27788176655817,1100,69.43041898005274,1056,67.18402587973966,25,40.410207069695055
151,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
152,14,12,105.82969428336386,1169,105.82969428336386,948,101.44257716457768,1075,89.53799856967518,480,80.85087588886962,1033,76.22076666201858,13,47.35649521116858
153,14,1130,119.10460177745935,14,105.00856912539066,1224,84.32570669670687,10,84.037375554922,12,75.32477261419683,1169,75.32477261419683,2,105.00856912539066
154,14,1130,119.10460177745935,14,95.12080381018609,1224,79.59375368999557,10,75.48095230252355,1129,68.34147411497749,12,65.98820019456777,2,95.12080381018609
155,14,1130,272.19346718234624,1033,144.2351193023568,12,140.47373861467923,1169,140.47373861467923,948,113.25544838329013,1071,113.03523450162574,8,102.14165016044987
156,14,1130,224.66948440870246,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,353,77.0454266580559,9,75.00751905460858
157,14,1130,146.20148200876608,12,106.52254202881362,1169,106.52254202881362,1224,92.6862468404057,698,91.64998573643153,1033,87.5409692019179,11,65.02400505892228
158,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
159,14,1130,110.65376549441555,14,97.81458880401895,1224,81.44095575311974,10,78.4893513781494,948,72.8323449699459,1129,71.18930644239371,2,97.81458880401895
160,14,1130,110.65376549441555,14,97.81458880401895,1224,81.44095575311974,10,78.4893513781494,948,72.8323449699459,1129,71.18930644239371,2,97.81458880401895
161,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
162,14,1130,252.6379890550807,1224,114.23832304404539,1071,109.70964341438183,698,94.11910911331466,1033,88.90677776202185,353,77.0454266580559,11,71.87625279972595
163,14,1130,252.6379890550807,1224,114.23832304404539,1071,109.70964341438183,698,94.11910911331466,1033,88.90677776202185,353,77.0454266580559,11,71.87625279972595
164,14,1130,224.66948440870246,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,353,77.0454266580559,9,75.00751905460858
165,14,1130,217.68832372134068,1224,106.90478297313653,1071,99.7050517970687,698,90.37306137889736,1033,80.63787400084665,353,79.09804064650717,8,69.74034808698477
166,14,1130,249.3552451202734,1033,156.05232881885345,12,145.35173301760753,1169,145.35173301760753,948,117.58770231796872,480,113.5312314976696,11,79.57776912745375
167,14,1130,249.35524512027342,1033,156.05232881885345,12,145.3517330176075,1169,145.3517330176075,948,117.58770231796872,480,113.53123149766961,11,79.57776912745375
168,14,1130,152.244730094781,12,79.70825136311012,1169,79.70825136311012,14,76.04810364404321,4,62.16350546241067,1129,61.45065759835312,4,76.04810364404321
169,14,1130,224.66948440870246,1224,114.23832304404539,1071,113.03523450162574,698,97.1475805316456,1033,95.47047441511941,353,77.0454266580559,9,75.00751905460858
170,14,1130,118.0587850645701,1075,103.02323577859609,10,73.5083876103009,1033,67.1266998992428,1224,66.51939038939358,14,64.08620518840571,6,64.08620518840571
171,14,1130,216.4322611464577,1224,113.92442392977577,698,103.1483845732945,1071,99.26194979600812,1033,89.98018132213157,353,75.90916019373051,7,73.49325891817156
172,14,1130,119.10460177745935,14,95.12080381018609,1224,79.59375368999557,10,75.48095230252355,1129,68.34147411497749,12,65.98820019456777,2,95.12080381018609
173,14,1033,186.64326323793227,11,168.5531655128638,1147,110.19287073331665,568,108.24372442216213,1150,101.48426001931539,444,100.5101296883266,50,26.490212366835674
174,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
175,14,1075,155.59594034006884,885,140.29597686811837,10,99.72395946980518,14,96.82140862061846,1056,94.75771938183766,12,87.76568809766952,4,96.82140862061846
